1,1,0.0033222591362126247,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
180,1,0.5980066445182725,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Wednesday, Duration: One day, Transportation: Public transport, Souvenirs: None])
180,2,0.5980066445182725,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
181,1,0.6013289036544851,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Combination, Souvenirs: Tulips])
181,2,0.6013289036544851,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
182,1,0.6046511627906976,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One week, Transportation: Public transport, Souvenirs: Tulips])
182,2,0.6046511627906976,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
183,1,0.6079734219269103,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Monday, Duration: One week, Transportation: Public transport, Souvenirs: Tulips])
183,2,0.6079734219269103,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
184,1,0.6112956810631229,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Wednesday, Duration: One night, Transportation: Public transport, Souvenirs: Tulips])
184,2,0.6112956810631229,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
185,1,0.6146179401993356,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Wednesday, Duration: One night, Transportation: Public transport, Souvenirs: Tulips])
185,2,0.6146179401993356,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
186,1,0.6179401993355482,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Afternoon, Day of the week: Monday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
186,2,0.6179401993355482,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
187,1,0.6212624584717608,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Cheese])
187,2,0.6212624584717608,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
188,1,0.6245847176079734,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Thursday, Duration: One night, Transportation: Public transport, Souvenirs: None])
188,2,0.6245847176079734,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
189,1,0.627906976744186,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Tuesday, Duration: One day, Transportation: Public transport, Souvenirs: None])
189,2,0.627906976744186,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
190,1,0.6312292358803987,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Thursday, Duration: One day, Transportation: Combination, Souvenirs: Tulips])
190,2,0.6312292358803987,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
191,1,0.6345514950166113,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Thursday, Duration: One week, Transportation: Public transport, Souvenirs: Tulips])
191,2,0.6345514950166113,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
192,1,0.6378737541528239,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Thursday, Duration: One week, Transportation: Public transport, Souvenirs: Tulips])
192,2,0.6378737541528239,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
193,1,0.6411960132890365,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Tuesday, Duration: One night, Transportation: Public transport, Souvenirs: Tulips])
193,2,0.6411960132890365,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
194,1,0.6445182724252492,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Friday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
194,2,0.6445182724252492,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
195,1,0.6478405315614618,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Thursday, Duration: One day, Transportation: Public transport, Souvenirs: Cheese])
195,2,0.6478405315614618,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
196,1,0.6511627906976745,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Wednesday, Duration: One night, Transportation: Public transport, Souvenirs: None])
196,2,0.6511627906976745,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
197,1,0.654485049833887,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Monday, Duration: One night, Transportation: Combination, Souvenirs: Tulips])
197,2,0.654485049833887,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
198,1,0.6578073089700996,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Afternoon, Day of the week: Monday, Duration: One day, Transportation: Public transport, Souvenirs: None])
198,2,0.6578073089700996,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
199,1,0.6611295681063123,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Wednesday, Duration: One week, Transportation: Public transport, Souvenirs: Tulips])
199,2,0.6611295681063123,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
200,1,0.6644518272425249,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Thursday, Duration: One day, Transportation: Combination, Souvenirs: None])
200,2,0.6644518272425249,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
201,1,0.6677740863787376,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One night, Transportation: Public transport, Souvenirs: Tulips])
201,2,0.6677740863787376,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
202,1,0.6710963455149501,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Wednesday, Duration: One day, Transportation: Public transport, Souvenirs: Cheese])
202,2,0.6710963455149501,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
203,1,0.6744186046511628,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Tuesday, Duration: One night, Transportation: Public transport, Souvenirs: None])
203,2,0.6744186046511628,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
204,1,0.6777408637873754,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Thursday, Duration: One night, Transportation: Combination, Souvenirs: Tulips])
204,2,0.6777408637873754,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
205,1,0.6810631229235881,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Afternoon, Day of the week: Thursday, Duration: One day, Transportation: Public transport, Souvenirs: None])
205,2,0.6810631229235881,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
206,1,0.6843853820598007,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Evening, Day of the week: Monday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
206,2,0.6843853820598007,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
207,1,0.6877076411960132,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Wednesday, Duration: One day, Transportation: Combination, Souvenirs: None])
207,2,0.6877076411960132,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
208,1,0.6910299003322259,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Monday, Duration: One day, Transportation: Car, Souvenirs: Tulips])
208,2,0.6910299003322259,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
209,1,0.6943521594684385,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Monday, Duration: One week, Transportation: Combination, Souvenirs: Tulips])
